ID	Title	Date	Language	Genre	averageRating	numVotes
1785123	The Curse of Frankenstein	1957-05-02	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0qdzd"": ""B-movie"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0h9qh"": ""Monster"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}"	7.1	9346
1785981	King's Ransom	2005-04-22	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/0vgkd"": ""Black comedy"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy"", ""/m/03btsm8"": ""Action/Adventure""}"	4.4	3576
1786421	Smoke	1995-02-10	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}"	8.8	7131
1788654	Novocaine	2001-09-08	"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/03j0dp"": ""Neo-noir""}"	5.8	10604
1788713	Fire	1996-09-06	"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood"", ""/m/02n4lw"": ""Art film""}"	7.2	5649
1788761	Mickey's Once Upon a Christmas	1999-12-07	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0bwgnb"": ""Christmas movie"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3n6r"": ""Holiday Film"", ""/m/0hcr"": ""Animation""}"	7.1	6464
1789118	Pay Day	1922-04-02	"{""/m/06ppq"": ""Silent film"", ""/m/02h40lc"": ""English Language""}"	"{""/m/02hmvc"": ""Short Film"", ""/m/06ppq"": ""Silent film"", ""/m/0219x_"": ""Indie"", ""/m/01g6gs"": ""Black-and-white"", ""/m/01z4y"": ""Comedy""}"	6.8	17
1789996	The Amityville Horror	2005-04-07	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/0jdm8"": ""Remake"", ""/m/01q03"": ""Cult"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}"	6	104180
1790734	Summer of '42	1971-04-09	"{""/m/02h40lc"": ""English Language""}"	"{""/m/09n5t_"": ""Americana"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/02l7c8"": ""Romance Film""}"	7.2	7113
1792094	Zubeidaa	2001-01-19	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03q4nz"": ""World cinema"", ""/m/04xvlr"": ""Period piece"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}"	6.2	1444
1792621	Taal	1999-08-23	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/04t36"": ""Musical"", ""/m/03q4nz"": ""World cinema"", ""/m/01chg"": ""Bollywood""}"	6.7	4897
1792743	Kaante	2002-12-20	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/016vh2"": ""Caper story"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/02wtdkf"": ""Musical Drama"", ""/m/01chg"": ""Bollywood""}"	6.6	4546
1792785	Fire Birds	1990	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}"	6.9	49
1793784	Netaji Subhas Chandra Bose: The Forgotten Hero	2004	"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/03g3w"": ""History"", ""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/082gq"": ""War film""}"	7.5	1006
1794176	Belphégor - Le fantôme du Louvre	2001	"{""/m/064_8sq"": ""French Language""}"	"{""/m/03npn"": ""Horror"", ""/m/01hmnh"": ""Fantasy"", ""/m/03q4nz"": ""World cinema""}"	4.5	4625
1794686	Whisky Romeo Zulu	2004-09-10	"{""/m/06nm1"": ""Spanish Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/01f9r0"": ""Docudrama"", ""/m/07s9rl0"": ""Drama"", ""/m/01drsx"": ""Disaster""}"	7.5	1269
1795394	The Solid Gold Cadillac	1956-08-22	"{""/m/02h40lc"": ""English Language""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01g6gs"": ""Black-and-white"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}"	7.4	1507
1797028	La Reine Margot	1994	"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language""}"	"{""/m/017fp"": ""Biography"", ""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03bxz7"": ""Biographical film"", ""/m/03hn0"": ""Historical drama""}"	7.4	16104
1798744	Ark	2005-06-02	"{""/m/02hwhyv"": ""Korean Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/06n90"": ""Science Fiction"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/0jxy"": ""Anime"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}"	6.1	562
1799076	Pecker	1998-09-25	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0hn10"": ""LGBT"", ""/m/0hj3nby"": ""Media Satire"", ""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01q03"": ""Cult"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}"	6.3	13268
1799456	Stark Raving Mad	2002	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02kdv5l"": ""Action""}"	6.3	4766
1801280	Mr. Mom	1983-07-22	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0hqxf"": ""Family Film"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}"	7.1	74
1801710	The Magdalene Sisters	2002-08-30	"{""/m/04h9h"": ""Latin Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n1c"": ""Escape Film""}"	7.7	25692
1801788	More American Graffiti	1979-08-03	"{""/m/01gmkg"": ""Icelandic Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/09n5t_"": ""Americana"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/0cshrf"": ""Political cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama""}"	5.3	4019
1802400	Phantasm	1979-03-28	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01q03"": ""Cult"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0fdjb"": ""Supernatural""}"	6.4	7
1802864	According to Spencer	2001	"{""/m/02h40lc"": ""English Language""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}"	4.6	659
1808380	Not Without My Daughter	1991-01-11	"{""/m/032f6"": ""Persian Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/01f9r0"": ""Docudrama"", ""/m/0hj3n1c"": ""Escape Film""}"	6.4	12183
1809414	Kansas City Confidential	1952-11-28	"{""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/04btyz"": ""Heist"", ""/m/016vh2"": ""Caper story"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02xh1"": ""Film noir""}"	7.4	6005
1809458	The Reflecting Skin	1990-09-09	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/02xh1"": ""Film noir""}"	6.8	7174
1809543	Armaan	1966-03-18	"{""/m/02hxcvy"": ""Urdu Language""}"	"{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}"	6.7	40
1809672	The Glenn Miller Story	1953-12-10	"{""/m/02h40lc"": ""English Language""}"	"{""/m/017fp"": ""Biography"", ""/m/04t36"": ""Musical"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film"", ""/m/02wtdkf"": ""Musical Drama""}"	7.3	7877
1811116	Rookie of the Year	1993-07-07	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01z02hx"": ""Sports"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy""}"	6.1	24801
1811429	Diabolical Tales: Part I	2006-10-07	"{""/m/02h40lc"": ""English Language""}"	"{""/m/02hmvc"": ""Short Film"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}"	8.8	10
1811784	Where the Boys Are	1960-12-28	"{""/m/02h40lc"": ""English Language""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy""}"	6.6	31
1812196	Manichitrathazhu	1993	"{""/m/0999q"": ""Malayalam Language"", ""/m/07c9s"": ""Tamil Language""}"	"{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/01chg"": ""Bollywood"", ""/m/09blyk"": ""Psychological thriller""}"	8.7	8120
1812216	Coneheads	1993-07-23	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0gf28"": ""Parody"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}"	5.3	50362
1813096	A Grande Arte	1991-06	"{""/m/05zjd"": ""Portuguese Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}"	6.1	646
1813912	Tell Them Willie Boy Is Here	1969-12-18	"{""/m/02h40lc"": ""English Language""}"	"{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n7y"": ""Indian Western"", ""/m/0hj3mxr"": ""Chase Movie""}"	6.3	2657
1814089	The Cat from Outer Space	1978-06-09	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3mtj"": ""Animal Picture"", ""/m/06n90"": ""Science Fiction"", ""/m/01z4y"": ""Comedy""}"	6.1	4404
1815221	The Gathering Storm	2002-04-27	"{""/m/02h40lc"": ""English Language""}"	"{""/m/017fp"": ""Biography"", ""/m/015w9s"": ""Television movie"", ""/m/03g3w"": ""History"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama""}"	7.5	5525
1815267	NetForce	1999-02-01	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/015w9s"": ""Television movie"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}"	5.1	1245
1815970	The Cook, the Thief, His Wife & Her Lover	1989-09-11	"{""/m/02h40lc"": ""English Language""}"	"{""/m/07s9rl0"": ""Drama""}"	7.6	34320
1820344	Deadfall	1993	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/07s9rl0"": ""Drama""}"	6.3	37744
1821202	Barabbas	1962-10-10	"{""/m/02h40lc"": ""English Language""}"	"{""/m/04p5fxn"": ""Christian film"", ""/m/04xvh5"": ""Costume drama"", ""/m/06l3bl"": ""Epic"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01xpr_s"": ""Movies About Gladiators""}"	5.7	13
1822446	Woo	1998-05-08	"{""/m/02h40lc"": ""English Language""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}"	4.1	1802
1822878	Stealing Beauty	1996-03-29	"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}"	"{""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/03q4nz"": ""World cinema""}"	6.6	25663
1822948	The Rachel Papers	1989-05-12	"{""/m/02h40lc"": ""English Language""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}"	6	1822
1823450	House of D	2004-05-07	"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}"	6.9	8872
1823554	Star Wars: Revelations	2005-04-17	"{""/m/02h40lc"": ""English Language""}"	"{""/m/068twy"": ""Fan film"", ""/m/0219x_"": ""Indie""}"	5	1132
1825914	The Warrior	2001-09-07	"{""/m/012w70"": ""Cantonese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/03115z"": ""Mandarin Chinese"", ""/m/02hwhyv"": ""Korean Language""}"	"{""/m/08322"": ""Wuxia"", ""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}"	6.9	17
1826578	The Art of War	2000-08-23	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02qfv5d"": ""Political thriller""}"	3.1	13
1827834	Big Money Hustlas	2000-07-18	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0gf28"": ""Parody"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/026v1nw"": ""Hip hop movies"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}"	5.7	1478
1828138	The People Under the Stairs	1991-11-01	"{""/m/02h40lc"": ""English Language""}"	"{""/m/03npn"": ""Horror"", ""/m/01q03"": ""Cult"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/01585b"": ""Slasher"", ""/m/0hj3n7f"": ""Horror Comedy""}"	6.4	30821
1828157	The Beast with Five Fingers	1946-12-25	"{""/m/02h40lc"": ""English Language""}"	"{""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror""}"	6.6	2267
1828843	The Legend of Bhagat Singh	2002-06-07	"{""/m/03k50"": ""Hindi Language"", ""/m/01c7y"": ""Bengali Language"", ""/m/02h40lc"": ""English Language"", ""/m/0688f"": ""Punjabi language""}"	"{""/m/03q4nz"": ""World cinema"", ""/m/03g3w"": ""History"", ""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/03mqtr"": ""Political drama"", ""/m/01chg"": ""Bollywood""}"	8.1	14508
1828869	Dhoom	2004-08-27	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/04btyz"": ""Heist"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/0399b7"": ""Buddy cop"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04t36"": ""Musical"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/01chg"": ""Bollywood""}"	6.7	17870
1829448	The Plague of the Zombies	1966-01-09	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0jb4p32"": ""Zombie Film"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}"	6.6	4413
1829909	Kisna: The Warrior Poet	2005-01-19	"{""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/068d7h"": ""Romantic drama"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03q4nz"": ""World cinema""}"	4.5	1299
1829944	Raincoat	2004	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}"	7.6	3972
1830431	The Legend of Zorro	2005-10-24	"{""/m/02h40lc"": ""English Language""}"	"{""/m/02qvnvs"": ""Swashbuckler films"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/04xvh5"": ""Costume drama"", ""/m/0hj3m_6"": ""Costume Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}"	6	91920
1830472	White Water Summer	1987-06-12	"{""/m/02h40lc"": ""English Language""}"	"{""/m/03btsm8"": ""Action/Adventure"", ""/m/01jfsb"": ""Thriller"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure""}"	6.2	4975
1834015	Quick Change	1990-07-13	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/01z4y"": ""Comedy""}"	6.7	36
1834238	Stonewall	1995-12-26	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0hn10"": ""LGBT"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/01f9r0"": ""Docudrama"", ""/m/04tkhfk"": ""Gay Themed""}"	5.2	3464
1834411	Bade Miyan Chote Miyan	1998-10-16	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/01chg"": ""Bollywood"", ""/m/03q4nz"": ""World cinema""}"	5.8	2611
1836603	Hum Tumhare Hain Sanam	2002-05-24	"{""/m/03k50"": ""Hindi Language""}"	"{""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/01chg"": ""Bollywood""}"	5.4	6349
1837593	The Blue Gardenia	1953-03-23	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02xh1"": ""Film noir""}"	6.9	4441
1839695	Darkman	1990-08-24	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/04pbhw"": ""Superhero movie"", ""/m/0btmb"": ""Superhero"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}"	4.9	122
1840775	White Oleander	2002-09-06	"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/07s9rl0"": ""Drama"", ""/m/01lrrt"": ""Melodrama"", ""/m/01j1n2"": ""Coming of age"", ""/m/060__y"": ""Film adaptation""}"	7.1	29399
1840870	Rising Sun	1993-07-30	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}"	6.3	41683
1841530	Bachelor Party	1984-06-29	"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/02l7c8"": ""Romance Film"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/01z4y"": ""Comedy""}"	5	403
1842419	Karla	2006	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/03bxz7"": ""Biographical film""}"	5.5	5689
1843039	100 Rifles	1969-03-26	"{""/m/02h40lc"": ""English Language""}"	"{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3n7y"": ""Indian Western"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/0hfjk"": ""Western""}"	6	2845
1844724	Wild Zero	2001	"{""/m/03_9r"": ""Japanese Language""}"	"{""/m/0hn10"": ""LGBT"", ""/m/0hj3mwf"": ""Biker Film"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/01z4y"": ""Comedy"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0hj3n7f"": ""Horror Comedy""}"	6.4	3297
1847082	Anniyan	2005-06-15	"{""/m/07c9s"": ""Tamil Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02hmvc"": ""Short Film"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0fztc6"": ""Tamil cinema""}"	8.2	13934
1847229	Hoodlum	1997-08-27	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/04xvlr"": ""Period piece"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}"	6.3	10436
1848081	Kingpin	1996-07-04	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01q03"": ""Cult"", ""/m/0556j8"": ""Buddy film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy""}"	7.9	119
1848371	Outrageous Fortune	1987-01-30	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0556j8"": ""Buddy film"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}"	8.3	1855
1848829	Koma	2004	"{""/m/012w70"": ""Cantonese""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/0gw5qqq"": ""Chinese Movies"", ""/m/03q4nz"": ""World cinema""}"	6.3	5540
1849258	House of Wax	2005-04-26	"{""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}"	5.3	114298
1850265	Nothing Sacred	1937-11-25	"{""/m/02h40lc"": ""English Language""}"	"{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01z4y"": ""Comedy""}"	6	32
1851374	The War	1994-11-04	"{""/m/02h40lc"": ""English Language""}"	"{""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama""}"	9	4733
1851703	Snow Falling on Cedars	1999-09-12	"{""/m/03_9r"": ""Japanese Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}"	"{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/05bh16v"": ""Courtroom Drama""}"	6.7	13577
1852179	National Lampoon's European Vacation	1985-07-26	"{""/m/02h40lc"": ""English Language""}"	"{""/m/0gf28"": ""Parody"", ""/m/0hqxf"": ""Family Film"", ""/m/06qm3"": ""Screwball comedy"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}"	6.2	57187
